# Program:featureCounts v2.1.1; Command:"featureCounts" "-g" "gene_id" "-a" "clean_anno.gtf" "-o" "fcounts.txt" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
YKL034W	488	348	37	81
YKL033W-A	332	634	58	325
YKL033W	200	163	61	215
YNCK0014W	0	0	0	2
YKL032C	1874	1725	254	536
YKL029C	195	542	3708	9314
YKL028W	682	671	247	1052
YKL027W	154	311	252	853
YKL026C	4291	3244	77	182
YKL025C	228	294	65	329
YKL024C	104	206	558	1990
YKL023C-A	44	59	247	896
YKL023W	505	479	50	172
YKL022C	670	593	127	386
YKL021C	178	322	421	1405
YKL020C	1455	1266	175	654
YKL019W	469	638	103	364
YKL018C-A	229	241	48	152
YKL018W	61	99	74	268
YKL017C	232	333	7	61
YKL016C	3672	6867	134	767
YKL015W	246	215	61	204
YKL014C	111	258	233	843
YKL013C	1163	2164	74	392
YKL012W	546	513	85	297
YKL011C	83	172	25	124
YKL010C	2066	1759	194	678
YKL009W	282	557	1249	4264
YKL008C	317	253	207	685
YKL007W	716	1005	93	486
YKL006C-A	248	307	74	236
YNCK0015C	40	20	3	18
YKL006W	356	1449	1434	5826
YKL005C	1632	1126	119	425
YKL004W	521	372	382	1351
YKL003C	278	529	43	179
YKL002W	1877	1743	138	563
YKL001C	138	114	65	186
YKR001C	1366	2457	119	471
YKR002W	257	463	64	334
YKR003W	196	301	12	88
YKR004C	352	294	33	95
YKR005C	27	41	6	52
YKR006C	160	573	49	212
YKR007W	169	378	55	191
YKR008W	501	668	192	540
YKR009C	10184	2771	100	84
YNCK0016W	0	0	1	0
YKR010C	158	207	96	308
YKR011C	667	1077	17	89
YKR013W	920	2678	45	495
YKR014C	3675	2495	158	502
YKR015C	138	55	23	54
YKR016W	1098	2843	95	445
YKR017C	264	334	27	76
YKR018C	4522	3297	113	309
YKR019C	141	199	44	136
YKR020W	305	440	35	101
YKR021W	480	320	98	275
YKR022C	419	466	115	367
YKR023W	122	252	69	226
YKR024C	79	63	455	1207
YKR025W	192	239	451	1549
YKR026C	135	248	182	690
YNCK0017W	0	1	0	0
YKR027W	38	95	33	165
YKR028W	387	523	120	531
YKR029C	362	334	64	269
YKR030W	125	151	65	260
YKR031C	717	627	21	109
YKR032W	3	3	1	0
YKR034W	30	24	1	6
YKR035W-A	788	1287	66	308
YKR036C	98	79	93	284
YKR037C	150	256	24	130
YKR038C	300	408	191	683
YNCK0018C	0	0	0	0
YKR039W	982	1629	108	158
YNCK0019W	0	0	0	0
YKR041W	10	17	16	76
YKR042W	1520	3184	5380	14652
YKR043C	73	186	221	815
YKR044W	91	149	114	404
YKR045C	60	98	46	144
YKR046C	23302	12910	664	2038
YKR048C	3781	3514	740	2482
YKR049C	4827	2369	83	222
YKR050W	548	309	50	185
YKR051W	197	187	35	127
YKR052C	345	1271	25	85
YKR053C	168	174	31	111
YKR054C	503	429	37	146
YKR055W	233	198	19	118
YKR056W	95	311	452	1443
YKR057W	363	949	1817	6437
YKR058W	1399	658	12	56
YKR059W	394	907	320	1035
YKR060W	83	111	258	982
YKR061W	143	151	122	399
YNCK0020C	44	58	4	14
YKR062W	488	609	212	748
YKR063C	388	323	128	448
YKR064W	300	266	70	289
YKR065C	927	1445	62	246
YKR066C	3590	2083	312	1000
YKR067W	2287	1616	35	99
YKR068C	517	531	121	508
YKR069W	70	99	73	262
YKR070W	201	373	32	156
YKR071C	1857	2278	1595	3989
YKR072C	1174	853	207	752
YKR073C	35	14	7	25
YNCK0021W	0	0	0	0
YKR074W	759	914	52	180
YKR075C	265	143	29	69
YKR076W	2414	1688	24	69
YKR077W	43	232	11	27
YKR078W	320	255	33	101
YKR079C	92	138	219	721
YKR080W	570	796	790	1086
YKR081C	143	231	840	2872
YKR082W	363	557	183	671
YKR083C	27	71	1	29
YKR084C	489	698	94	410
YKR085C	43	170	43	151
YKR086W	369	302	98	320
YKR087C	330	545	66	237
YKR088C	426	598	49	229
YKR089C	1199	829	134	465
YKR090W	133	299	60	225
YKR091W	457	295	13	36
YKR092C	199	111	1342	4970
YKR093W	1554	372	337	1156
YKR094C	556	1438	1894	7442
YKR095W	882	1137	65	371
YKR095W-A	41	79	12	76
YKR096W	2189	1255	105	315
YKR097W	57570	83011	471	1971
YKR098C	210	238	57	208
YKR099W	103	90	323	1111
YKR100C	771	385	115	426
YKR101W	264	222	63	201
YKR102W	0	1	0	0
YKR103W	0	0	0	0
YKR104W	0	0	0	0
YKR105C	0	0	0	0
YKR106W	0	0	0	0
YLL067C	26	17	1	2
YLL066W-B	0	0	0	0
YLL066C	1	0	0	1
YLL064C	0	0	0	0
YLL063C	26	39	13	51
YLL062C	67	109	11	47
YLL061W	307	268	37	96
YLL060C	118	130	19	51
YLL058W	32	82	34	151
YLL057C	100	90	10	31
YLL056C	317	296	15	37
YLL055W	735	1209	19	66
YLL054C	118	189	34	117
YLL053C	110	153	16	67
YLL052C	105	155	18	50
YLL051C	476	449	124	262
YLL050C	3859	5882	279	1350
YLL049W	400	284	26	105
YLL048C	1004	937	480	1715
YLL046C	17	16	31	50
YLL045C	1006	3384	4306	15696
YLL043W	872	834	284	961
YLL042C	69	95	7	20
YLL041C	6599	4160	114	258
YLL040C	1563	1561	33	154
YLL039C	4583	8483	325	1056
YLL038C	130	129	35	122
YLL036C	270	432	172	535
YLL035W	7	24	103	338
YLL034C	64	95	376	1219
YLL033W	85	78	49	155
YLL032C	362	320	29	136
YLL031C	98	200	79	283
YLL030C	1	0	1	1
YLL029W	5018	4102	416	997
YLL028W	199	335	536	1022
YLL027W	1083	427	95	421
YLL026W	35150	96634	389	2562
YNCL0001W	1	0	0	0
YLL025W	64	51	4	14
YLL024C	3703	10329	68	526
YLL023C	1504	1595	86	381
YLL022C	312	775	24	129
YLL021W	222	542	83	270
YLL019C	3821	2575	167	598
YLL018C-A	346	356	68	113
YLL018C	4986	4615	592	1765
YLL017W	113	27	2	6
YLL016W	1088	330	28	70
YLL015W	1518	943	50	185
YLL014W	172	330	66	201
YLL013C	357	504	43	176
YLL012W	35	53	211	707
YLL011W	98	158	598	1881
YLL010C	97	184	91	368
YLL009C	589	641	17	73
YLL008W	170	344	902	2780
YLL007C	65	117	12	64
YLL006W-A	0	2	1	1
YLL006W	399	403	26	81
YLL005C	290	241	20	116
YLL004W	30	39	48	161
YLL003W	533	516	74	239
YLL002W	19	69	2	26
YLL001W	443	665	40	160
YLR001C	1190	762	55	184
YLR002C	53	94	321	1017
YLR003C	231	258	350	1161
YLR004C	81	68	13	62
YLR005W	960	649	176	627
YLR006C	389	554	61	208
YLR007W	507	263	146	622
YLR008C	39	108	128	460
YLR009W	264	613	983	3334
YLR010C	266	131	27	93
YNCL0002C	0	0	0	0
YLR011W	62	109	6	35
YLR012C	0	6	0	3
YLR013W	3	1	0	0
YLR014C	47	62	197	606
YLR015W	354	361	96	339
YLR016C	295	390	131	365
YLR017W	634	770	399	1469
YLR018C	332	237	314	1165
YLR019W	1123	825	312	864
YLR020C	143	168	170	585
YLR021W	218	385	29	146
YLR022C	74	105	373	1567
YLR023C	73	167	537	1235
YLR024C	183	280	18	42
YLR025W	2039	1565	225	743
YLR026C	89	187	129	460
YLR027C	2383	3410	304	1313
YNCL0003W	84	199	8	60
YLR028C	3921	4550	516	1844
YLR029C	1485	4807	5506	21196
YLR030W	21	40	11	55
YLR031W	17	22	11	35
YLR032W	63	142	51	155
YLR033W	385	362	151	537
YLR034C	986	610	235	513
YLR035C	301	258	37	120
YNCL0004C	0	0	0	0
YLR035C-A	0	0	0	0
YLR036C	93	80	22	58
YLR037C	64	42	0	6
YLR038C	5518	5796	128	545
YLR039C	178	288	15	106
YLR040C	26	22	4	3
YLR042C	8	5	3	22
YLR043C	1448	2139	92	547
YLR044C	31746	28030	2199	9962
YLR045C	165	350	22	102
YLR046C	103	92	47	145
YLR047C	220	198	70	217
YLR048W	1302	3365	3831	14994
YLR049C	204	638	6	40
YLR050C	162	390	13	54
YLR051C	109	113	389	1364
YLR052W	205	188	129	460
YLR053C	920	584	29	67
YLR054C	282	367	5	28
YLR055C	73	79	192	581
YLR056W	1221	2998	478	2056
YLR057W	143	200	99	325
YLR058C	1510	3455	1915	3048
YLR059C	333	415	79	316
YLR060W	86	681	936	3574
YLR061W	327	1952	2323	10900
YLR063W	41	77	235	717
YLR064W	828	937	158	638
YLR065C	69	143	121	513
YLR066W	154	416	57	253
YLR067C	69	133	64	195
YLR068W	309	151	199	631
YLR069C	327	663	56	198
YLR070C	358	245	15	73
YLR071C	543	568	148	527
YLR072W	253	243	22	122
YLR073C	20	38	117	476
YLR074C	427	402	986	3381
YLR075W	10588	17474	9775	38133
YLR077W	278	654	86	306
YLR078C	326	402	70	307
YLR079W	1022	1355	69	294
YLR080W	550	305	8	22
YLR081W	75	35	3	6
YLR082C	105	136	21	71
YLR083C	102	161	249	819
YLR084C	53	112	7	82
YLR085C	144	262	17	87
YLR086W	674	546	35	93
YLR087C	324	311	17	59
YLR088W	170	267	21	89
YLR089C	1002	1221	80	313
YLR090W	89	193	31	131
YLR091W	99	97	17	63
YLR092W	193	171	38	89
YLR093C	2294	1369	98	387
YLR094C	334	462	54	147
YLR095C	142	262	91	360
YLR096W	103	215	205	626
YLR097C	293	435	63	215
YLR098C	191	249	62	143
YLR099C	807	689	89	275
YLR099W-A	112	206	19	63
YLR100W	524	1039	66	287
YLR102C	390	342	18	73
YLR103C	12	93	4	25
YLR104W	212	326	35	192
YLR105C	136	166	58	226
YNCL0005C	0	0	0	0
YLR106C	673	854	320	902
YLR107W	195	257	125	389
YNCL0006W	0	1	0	0
YLR108C	34	38	47	145
YLR109W	5164	4875	120	409
YLR110C	13331	45310	2136	13638
YLR111W	0	4	1	0
YLR112W	7	18	1	11
YLR113W	345	748	128	590
YNCL0007W	0	0	0	0
YLR114C	379	347	113	330
YLR115W	181	407	30	87
YLR116W	329	322	101	376
YLR117C	1069	654	96	335
YLR118C	320	394	28	126
YLR119W	316	231	11	48
YLR120C	738	635	32	131
YLR121C	308	336	18	65
YLR122C	43	21	1	10
YLR125W	100	44	1	12
YLR126C	239	324	12	50
YLR127C	307	228	46	113
YLR128W	168	140	8	44
YLR129W	239	318	548	1698
YLR130C	569	541	455	1111
YLR131C	255	243	33	130
YLR132C	111	183	2	6
YLR133W	1236	1672	13	51
YLR134W	3174	2720	168	723
YLR135W	213	247	38	102
YLR136C	959	808	32	42
YLR137W	146	141	14	42
YLR138W	1041	423	183	450
YLR139C	14	33	48	189
YLR141W	85	133	18	71
YLR142W	7517	2523	72	154
YNCL0008W	0	0	0	0
YLR143W	38	55	68	161
YLR144C	116	172	60	182
YLR145W	71	96	40	109
YLR146C	45	171	88	261
YLR146W-A	24	51	14	37
YLR147C	122	105	46	149
YLR148W	308	430	39	140
YLR149C	4705	2364	45	101
YLR150W	2514	4123	2834	9400
YLR151C	277	329	10	30
YLR152C	448	193	20	59
YLR153C	961	3098	118	348
YLR154C	148	225	9	13
YNCL0009C	1	1	0	0
YNCL0011C	0	0	0	0
YNCL0010C	0	0	0	0
YNCL0012C	0	0	0	0
YLR154W-C	0	0	0	0
YNCL0013C	0	0	0	0
YNCL0014C	0	0	0	0
YNCL0015C	0	0	0	0
YNCL0016C	0	0	0	0
YNCL0017C	0	0	0	0
YNCL0018W	0	0	0	0
YNCL0019C	0	0	0	0
YNCL0020C	0	0	0	0
YNCL0021C	0	0	0	0
YLR154C-G	0	0	0	0
YNCL0022C	0	0	0	0
YNCL0023C	0	0	0	0
YNCL0024C	0	0	0	0
YNCL0025C	0	0	0	0
YNCL0026C	0	0	0	0
YNCL0027W	0	0	0	0
YLR154C-H	0	0	0	0
YLR155C	0	0	0	0
YLR156W	0	0	0	0
YNCL0028W	0	0	0	0
YLR156C-A	0	0	0	0
YLR157C	0	0	0	0
YLR157W-D	0	1	0	0
YLR157C-B	0	0	0	0
YLR157C-A	0	0	0	0
YLR157W-E	0	0	0	0
YNCL0029W	0	0	0	0
YLR157C-C	0	0	0	0
YLR158C	0	0	0	0
YLR159W	0	0	0	0
YNCL0030W	0	0	0	0
YLR159C-A	0	0	0	0
YLR160C	0	0	0	0
YLR161W	0	0	0	0
YNCL0031W	0	0	0	0
YLR162W	2	1	0	0
YLR162W-A	4	33	0	5
YLR163C	228	728	37	126
YLR164W	668	54	10	10
YLR165C	154	79	15	37
YLR166C	318	458	102	284
YLR167W	2240	7294	7421	30333
YLR168C	273	1084	60	200
YLR170C	364	352	21	83
YLR172C	1189	1977	226	822
YLR173W	1015	592	35	111
YLR174W	3287	6201	34	169
YLR175W	334	934	1852	5640
YLR176C	62	115	64	148
YLR177W	98	271	30	78
YLR178C	5117	3976	88	238
YLR179C	116	236	168	556
YLR180W	31	90	1477	3453
YLR181C	499	382	14	99
YLR182W	635	705	71	222
YLR183C	65	576	2	32
YLR185W	381	1155	1419	6092
YLR186W	56	174	862	2911
YLR187W	171	97	58	225
YLR188W	348	470	66	158
YLR189C	1623	913	91	254
YLR190W	1090	969	33	257
YLR191W	276	345	40	177
YLR192C	1457	3210	538	1896
YLR193C	946	1038	82	235
YLR194C	681	728	42	254
YLR195C	98	379	184	689
YLR196W	114	280	718	2381
YLR197W	547	1963	2273	7250
YLR199C	662	630	102	354
YLR200W	284	346	112	476
YLR201C	1033	1203	66	230
YLR203C	152	763	75	333
YLR204W	244	581	49	163
YLR205C	3145	2733	95	299
YLR206W	1976	1689	119	395
YLR207W	347	360	43	139
YLR208W	699	1492	168	849
YLR209C	312	809	26	103
YLR210W	34	82	33	119
YLR211C	341	240	10	35
YLR212C	63	362	23	79
YLR213C	541	361	33	60
YLR214W	339	611	94	240
YLR215C	75	115	111	393
YLR216C	9122	13877	257	994
YLR218C	186	188	8	19
YLR219W	1797	1302	53	169
YLR220W	600	497	134	445
YLR221C	223	344	365	1161
YLR222C	96	240	512	1630
YLR223C	218	149	814	2262
YLR224W	61	76	464	1550
YLR225C	445	262	182	606
YLR226W	98	151	170	497
YLR227C	132	126	114	331
YNCL0032C	2	1	0	2
YLR227W-A	0	0	0	0
YLR227W-B	0	0	0	0
YLR228C	241	218	114	304
YLR229C	484	1038	210	707
YNCL0033C	0	0	0	0
YLR231C	424	387	9	62
YLR233C	77	123	4	28
YLR234W	28	74	2	14
YLR236C	5	21	1	3
YLR237W	73	261	495	1261
YLR238W	172	186	59	185
YLR239C	85	367	16	89
YLR240W	449	439	37	118
YLR241W	1100	938	44	158
YLR242C	42	36	53	181
YLR243W	183	275	189	575
YLR244C	414	543	657	2023
YLR245C	100	122	24	81
YLR246W	549	341	68	227
YNCL0034W	0	2	1	7
YLR247C	1770	833	135	567
YLR248W	3935	3714	350	1248
YLR249W	2206	9572	15662	44985
YLR250W	1530	1489	150	581
YLR251W	121	327	6	54
YLR253W	348	656	52	221
YLR254C	786	624	53	156
YLR255C	11	4	3	5
YLR256W	605	384	169	472
YLR256W-A	2	1	0	1
YNCL0035C	0	0	0	1
YLR257W	6876	8230	204	599
YLR258W	3799	3639	68	164
YLR259C	6797	20805	243	1046
YLR260W	369	557	66	327
YLR261C	1	2	0	4
YLR262C	63	146	49	217
YLR262C-A	842	1029	325	1025
YLR263W	169	116	55	164
YLR264W	39	65	916	3010
YLR264C-A	19	12	251	914
YLR265C	4	6	3	22
YLR266C	223	174	11	35
YLR267W	2344	235	22	40
YLR268W	322	505	74	360
YLR270W	2342	1809	60	339
YLR271W	378	461	12	53
YLR272C	110	152	21	72
YNCL0036C	0	1	0	0
YLR273C	179	161	7	15
YLR274W	137	284	98	312
YLR275W	317	196	67	253
YLR276C	315	567	611	2048
YLR277C	101	197	102	383
YLR278C	540	497	179	500
YLR281C	301	354	5	24
YLR283W	73	97	15	104
YLR284C	4440	1752	51	91
YLR285W	216	379	159	561
YLR285C-A	16	42	10	47
YLR286C	1153	2962	72	272
YLR287C	208	225	251	965
YLR287C-A	2721	3923	1765	7055
YLR288C	256	252	61	254
YLR289W	34	118	23	82
YLR290C	849	568	29	132
YLR291C	373	601	296	1084
YLR292C	155	264	208	803
YLR293C	917	2358	1998	7566
YLR295C	2287	5271	122	599
YLR296W	0	3	1	1
YLR297W	320	366	54	130
YLR298C	746	541	79	256
YLR299W	468	652	21	87
YLR300W	804	956	512	1982
YLR301W	150	453	70	358
YNCL0037W	0	0	0	0
YLR302C	2	2	1	2
YLR303W	56	119	158	425
YNCL0038W	0	0	0	0
YLR304C	18088	19300	260	699
YLR305C	671	818	93	304
YLR306W	85	109	10	32
YLR307W	27	9	1	1
YLR307C-A	5566	18616	78	597
YLR308W	1	5	0	2
YLR309C	1068	1252	118	343
YLR310C	887	1022	171	681
YLR312C	2101	655	33	43
YLR312W-A	110	446	65	249
YLR313C	8	23	10	33
YLR314C	464	1619	196	806
YLR315W	22	49	6	18
YLR316C	146	206	51	204
YLR318W	95	73	61	152
YLR319C	134	219	46	183
YLR320W	248	268	44	144
YLR321C	37	54	90	291
YLR323C	259	220	98	333
YLR324W	920	1035	77	301
YLR325C	1657	3607	2663	10079
YLR326W	405	357	68	223
YLR327C	44573	48724	277	986
YNCL0039W	1	1	0	0
YLR328W	107	413	210	769
YLR329W	23	30	2	31
YLR330W	2414	3025	200	738
YLR331C	2	4	1	2
YLR332W	531	592	97	346
YNCL0040W	0	0	0	0
YNCL0041C	10	10	1	4
YNCL0042C	25	28	1	1
YNCL0043C	64	90	1	7
YLR333C	419	626	1459	6014
YNCL0044W	0	0	0	0
YLR335W	699	1059	280	957
YLR336C	195	256	209	707
YLR337C	374	426	53	194
YLR340W	2685	8081	5326	23704
YLR341W	7	16	7	33
YLR342W	662	1970	1039	3083
YLR342W-A	1	10	5	31
YLR343W	9	14	2	46
YNCL0045W	0	0	0	0
YLR344W	929	2215	1857	7876
YLR345W	3410	2300	76	251
YLR346C	491	89	5	14
YLR347C	1383	1932	223	804
YLR348C	198	587	17	124
YLR350W	2699	3255	120	370
YLR351C	970	1247	169	702
YLR352W	213	119	32	117
YLR353W	158	211	21	99
YLR354C	1662	2900	220	1023
YLR355C	1267	1320	4262	9730
YLR356W	2126	1179	46	112
YLR357W	235	384	105	307
YLR358C	12	5	5	14
YLR359W	1340	2443	672	1530
YLR360W	195	296	49	175
YLR361C	351	261	68	192
YLR361C-A	296	283	27	64
YLR362W	1328	1065	71	250
YLR363C	122	157	39	197
YLR363W-A	40	70	279	877
YLR364W	18	51	17	66
YLR365W	2	1	2	3
YLR367W	1408	1539	435	1667
YNCL0046W	42	69	42	216
YLR368W	215	250	123	476
YLR369W	281	451	81	311
YLR370C	1743	2049	64	273
YLR371W	525	541	69	250
YLR372W	60	346	530	1826
YLR373C	73	131	30	142
YLR375W	544	954	294	1169
YLR376C	69	84	8	32
YLR377C	3595	10752	40	260
YNCL0047W	1	0	0	1
YLR378C	835	1729	150	747
YLR379W-A	1	3	0	1
YLR380W	260	340	176	602
YLR381W	58	79	12	57
YLR382C	135	256	15	78
YLR383W	111	297	19	53
YLR384C	609	648	340	1225
YLR385C	17	17	1	4
YLR386W	145	263	18	109
YLR387C	408	898	126	564
YLR388W	170	653	765	3136
YNCL0048W	39	35	0	3
YLR389C	264	457	197	760
YLR390W	54	179	8	28
YLR390W-A	4012	4805	1273	4175
YLR392C	477	532	58	193
YLR393W	79	106	40	140
YLR394W	95	145	61	255
YLR395C	5073	5532	176	657
YLR396C	171	218	82	335
YLR397C	59	104	233	820
YLR398C	219	477	112	410
YLR399C	409	619	321	1132
YLR401C	201	480	669	2022
YLR403W	482	296	358	964
YLR404W	4	19	20	105
YLR405W	39	97	103	356
YLR406C	368	1194	1468	5607
YLR406C-A	0	1	0	0
YLR407W	198	161	517	1853
YLR408C	117	117	11	34
YLR409C	92	225	497	1801
YLR410W	1467	1248	256	977
YLR410W-A	0	0	0	0
YLR410W-B	6	5	1	7
YLR411W	1656	2841	22	82
YLR412W	139	204	88	324
YLR412C-A	2	0	0	0
YLR413W	59	40	439	1360
YLR414C	1812	1737	114	558
YLR415C	41	19	2	13
YLR417W	425	263	42	197
YLR418C	277	487	94	332
YLR419W	75	145	75	281
YNCL0049C	0	0	0	0
YLR420W	336	503	108	433
YLR421C	1419	1662	97	426
YLR422W	593	565	25	107
YLR423C	558	433	10	46
YLR424W	118	121	23	112
YNCL0050C	0	0	0	0
YLR425W	284	316	48	144
YLR426W	27	30	48	198
YLR427W	436	331	91	341
YLR429W	409	1225	162	668
YLR430W	734	534	139	513
YLR431C	851	625	78	359
YLR432W	318	1567	956	2906
YLR433C	272	241	76	231
YLR435W	35	27	263	820
YLR436C	161	170	90	352
YLR437C	29	25	33	123
YLR438W	340	153	11	78
YLR438C-A	212	360	112	405
YLR439W	71	227	56	247
YLR440C	317	343	102	422
YLR441C	3003	6321	4294	16517
YLR442C	212	252	30	121
YLR443W	130	95	72	333
YLR445W	15	2	4	34
YLR446W	199	130	30	176
YLR447C	2507	2444	460	1990
YLR448W	153	644	1495	6089
YLR449W	327	642	607	2218
YLR450W	1140	767	41	177
YLR451W	562	496	146	450
YLR452C	36	53	13	70
YLR453C	72	57	10	44
YLR454W	1941	1307	41	109
YNCL0051C	0	0	0	0
YLR455W	271	618	135	450
YLR456W	40	99	18	79
YLR457C	114	94	23	60
YLR459W	117	116	39	229
YLR460C	2	0	0	1
YLR461W	1	4	0	0
YLR462W	0	0	0	0
YLR464W	0	2	0	0
YLR466W	0	1	0	0
YLR467W	0	0	0	0
YML133C	1	0	0	0
YML132W	16	13	0	3
YML131W	3838	2529	529	2220
YML130C	380	1224	693	1619
YML129C	565	993	35	152
YML128C	15921	6280	198	259
YML127W	81	192	143	466
YML126C	1240	2051	170	899
YML125C	135	296	286	1024
YML124C	206	840	77	494
YNCM0001W	12	50	7	30
YML123C	0	0	0	0
YML122C	0	0	0	0
YML121W	498	562	305	1240
YML120C	1481	3442	42	191
YML119W	516	384	22	182
YML118W	2670	1685	42	89
YML117W	2132	1856	101	368
YML116W	219	174	102	328
YML115C	311	479	253	782
YML114C	226	334	124	425
YML113W	196	134	280	917
YML112W	60	157	37	169
YML111W	78	84	117	325
YML110C	2022	3576	43	227
YML109W	25	104	34	102
YML108W	138	146	116	331
YML107C	143	245	74	267
YML106W	513	850	401	1453
YML105C	454	855	157	649
YML104C	226	277	36	141
YML103C	221	406	134	526
YNCM0002C	5	7	3	9
YML102W	114	439	66	252
YML101C	196	266	10	37
YML100W-A	9	10	1	5
YML100W	2467	1937	45	130
YML099C	514	367	124	448
YML098W	608	473	70	229
YML097C	76	134	64	206
YML096W	113	214	122	399
YML095C	159	248	42	101
YML094W	187	369	101	327
YML093W	230	293	724	2051
YML092C	757	1572	88	409
YML091C	919	1886	35	121
YNCM0003W	0	0	0	0
YML088W	190	236	152	465
YML087C	39	84	11	47
YML086C	1243	1500	114	524
YML085C	928	2648	57	369
YML083C	28	49	3	17
YML082W	102	105	209	664
YML081C-A	2499	3362	123	515
YML081W	374	267	262	881
YML080W	21	37	201	562
YML079W	899	1224	42	201
YML078W	1019	2762	171	777
YML077W	25	66	65	242
YML076C	722	417	98	380
YML075C	2248	1610	146	905
YML074C	1176	3182	622	2159
YML073C	1631	2373	2112	9338
YML072C	1886	1947	118	468
YML071C	562	572	88	327
YNCM0004C	0	0	0	0
YML070W	994	1373	171	776
YML069W	165	450	48	253
YML068W	367	364	39	165
YML067C	353	460	107	414
YML066C	151	81	24	130
YML065W	360	368	85	249
YML064C	104	183	53	260
YML063W	1640	4674	5191	20935
YML062C	312	469	101	339
YML061C	61	175	48	220
YML060W	7	74	41	123
YML059C	73	113	119	488
YML058W-A	2	13	2	22
YML058W	2588	2139	226	869
YML057W	420	677	25	164
YML056C	44	282	1379	4320
YNCM0005C	2	4	3	6
YML055W	298	539	128	404
YML054C	12901	8041	240	642
YML054C-A	12	12	3	20
YNCM0006W	1	0	0	1
YML053C	281	376	75	312
YML052W	182	243	45	269
YML051W	338	299	39	118
YML050W	130	261	15	51
YML049C	299	328	27	112
YML048W	969	1435	139	548
YML047C	3	1	1	0
YML046W	80	115	104	307
YNCM0007C	0	0	0	0
YML045W-A	0	0	0	0
YML045W	0	0	0	0
YML043C	21	19	354	1095
YML042W	5499	3749	56	113
YML041C	175	221	55	263
YNCM0008C	2	4	0	0
YML040W	0	0	0	0
YML039W	0	0	0	0
YML038C	195	442	52	236
YML037C	22	41	12	41
YML036W	31	98	25	84
YML035C	487	380	219	769
YML034W	1429	1035	62	230
YML032C	269	459	36	222
YML031W	103	188	107	411
YML030W	2959	2133	42	147
YML029W	311	371	33	149
YML028W	7031	11141	138	691
YML027W	34	82	8	152
YML026C	1089	2422	2706	10922
YML025C	175	469	134	534
YML024W	1221	2986	2262	9971
YML023C	71	92	130	575
YML022W	197	567	700	2139
YML021C	16	33	39	132
YML020W	119	89	48	175
YML019W	112	232	71	236
YML018C	52	38	540	1676
YML017W	119	120	52	191
YML016C	153	212	190	666
YML015C	205	267	105	372
YML014W	92	155	105	369
YML013W	853	796	19	99
YML012W	865	1661	170	944
YML011C	88	141	62	212
YML010W	1938	1689	318	927
YML009C	297	557	46	131
YML008C	459	2273	51	472
YML007C-A	4	8	5	7
YML007W	3394	2572	205	718
YML006C	67	209	128	345
YNCM0009C	0	0	0	0
YML005W	374	226	82	333
YML004C	6379	4578	220	820
YML003W	189	150	16	35
YML002W	162	160	52	196
YML001W	796	1291	97	433
YMR001C	237	279	12	126
YMR001C-A	11	11	0	7
YMR002W	1651	3341	277	1330
YMR003W	26	134	11	40
YMR004W	702	653	58	222
YMR005W	389	756	169	605
YMR006C	896	822	13	42
YMR007W	39	31	2	11
YMR008C	5577	2971	151	423
YMR008C-A	248	156	3	17
YMR009W	1128	768	92	371
YMR010W	85	62	143	390
YMR011W	187	144	18	39
YNCM0010W	0	0	0	0
YMR012W	522	1404	128	484
YMR013C	41	51	92	346
YNCM0011W	3	2	0	0
YNCM0012W	2	1	0	6
YNCM0013W	5	14	5	9
YNCM0014W	2	1	3	0
YNCM0015W	2	3	0	1
YNCM0016W	3	1	0	4
YNCM0017W	0	6	1	4
YMR014W	210	168	507	1666
YMR015C	577	942	92	463
YMR016C	822	498	128	405
YMR017W	70	35	6	13
YMR018W	85	26	10	12
YMR019W	417	320	113	342
YMR020W	1387	1061	101	231
YMR021C	270	569	133	437
YMR022W	1066	1183	88	296
YMR023C	89	202	39	143
YNCM0018C	0	0	0	0
YMR024W	119	340	108	392
YMR025W	110	155	14	33
YMR026C	245	360	98	323
YMR027W	4035	3229	172	618
YMR028W	160	272	38	164
YMR029C	1315	1760	25	91
YMR030W	1283	861	43	103
YMR031C	5409	4419	67	182
YMR032W	57	177	3	34
YMR030W-A	2	4	0	0
YMR033W	112	212	167	602
YMR034C	473	304	39	132
YMR035W	266	470	44	181
YMR036C	522	359	64	213
YMR037C	283	303	314	1013
YMR038C	289	447	440	1308
YMR039C	1690	2626	430	1705
YMR040W	416	770	7	66
YMR041C	978	728	45	170
YNCM0019W	2	4	0	0
YMR042W	247	148	104	319
YMR043W	1001	1285	367	1246
YMR044W	818	622	155	547
YMR045C	0	1	0	0
YMR046C	0	0	0	0
YNCM0020W	0	0	0	1
YMR047C	334	436	104	468
YMR048W	48	227	9	37
YMR049C	181	365	859	2707
YNCM0021C	0	1	0	0
YMR050C	0	0	0	0
YMR051C	0	0	0	0
YNCM0022C	0	0	0	0
YMR052W	115	127	34	103
YMR053C	614	356	23	87
YMR054W	572	652	102	369
YMR055C	67	90	41	122
YMR056C	3116	1394	77	144
YMR058W	766	2154	1247	2290
YMR059W	129	119	22	85
YMR060C	109	212	33	194
YMR061W	1051	1110	185	899
YMR062C	231	321	127	442
YMR063W	76	71	32	51
YMR064W	501	612	83	388
YMR065W	66	72	21	67
